,description,label_model
476,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
477,"Bjorka Memaksa Perhatian Publik Terbelah, Tidak Lagi Dominan Sambo dan Kenaikan BBM
https://t.co/3uMSbOMTiY",netral
478,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
479,"Tolak Kenaikan Harga BBM ???????
(Gedung DPRD Kalimantan Timur 13/Sept/2022) https://t.co/F41Lq0z1CX",negatif
480,Salam Djoeang kepada Mahasiswa/i yg sedang demo kenaikan harga BBM https://t.co/xAECBcVrQw,negatif
481,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
482,"Cekizen!
Berkaitan dengan kenaikan harga BBM, kini ada beberapa mobil yang dilarang untuk menggunakan Pertalite. Lalu, apa mobil yang boleh diisi Pertalite?

https://t.co/xd7M0xr4tO

#cekaja #tokofinansial #pertalite #mobilpertlaite",netral
483,"Polisi: Hari Ini Dua Kelompok Mahasiswa Bakal Gelar Aksi Demo Tolak Kenaikan Harga BBM Bersubsidi
https://t.co/fSLGgmtGKv",negatif
484,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Rabu kemarin, 7 September 2022 masyarakat menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? Mari kita simak liputan eksklusif berikut ini!

https://t.co/RjigWRM8mO https://t.co/3HPCIvWmpE",negatif
485,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
486,"Aliansi Mahasiswa &amp; Buruh Bersatu ""Tolak Kenaikan Harga BBM"" di sekitar Bundaran Patung Kuda, Jakarta.. ??????? (13/Sept/2022) https://t.co/Ttc92GMev7",negatif
487,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
488,"Indonesia 13 September 2022

Aksi tolak kenaikan harga bbm oleh adek-adek Mahasiswa dan STM tidak tersiar di televisi nasional Indonesia arus utama 

Media televisi dibungkam https://t.co/rMLjvrM5tp",negatif
489,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
490,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
491,"Pangkal pinang 14 September 2022

Tolok kenaikan harga BBM https://t.co/dVRWhUQvZT",negatif
492,"Indonesia 13 September 2022

Aksi tolak kenaikan harga bbm oleh adek-adek Mahasiswa dan STM tidak tersiar di televisi nasional Indonesia arus utama 

Media televisi dibungkam https://t.co/rMLjvrM5tp",negatif
493,"@santos_jrrrr menurutku sudah tepat sasaran, buktinya sebagian besar penolakan kenaikan bbm mampu dibungkam seketika, jadi sudah sesuai dengan latarbelakang adanya BLT BBM.
????",negatif
494,"Suara Penolakan kenaikan harga BBM terus bergulir, hari ini Buruh Bekasi kembali turun ke jalan
#TolakKenaikanHarga_BBM 
#TolakTerusKenaikanBBM https://t.co/vIFFZdlzVx",negatif
495,"[PRESIDEN PKS MENYAPA NTT]

Presiden PKS, H. Ahmad Syaikhu, menyapa masyarakat pesisir di Pulau Messah, Suku Bajo.

Dalam kesempatan ini pula, 
Presiden PKS berdiskusi dengan sejumlah warga terkait isu-isu terkini, khususnya respons masyarakat terhadap kenaikan harga BBM. https://t.co/fdYYu64N8l",netral
496,"Hasil pantauan harga Kepokmas oleh Bupati Tegal @umiazizah60 pasca kenaikan BBM bersubsidi di pasar tradisional, Senin (12/09) relatif stabil. Sejumlah komodistas spt telur &amp; minyak goreng curah alami penurunan harga. Sementara cabai &amp; beras sedikit naik.
https://t.co/FLImOmQaf9",positif
497,"Hasil pantauan harga Kepokmas oleh Bupati Tegal @umiazizah60 pasca kenaikan BBM bersubsidi di pasar tradisional, Senin (12/09) relatif stabil. Sejumlah komodistas spt telur &amp; minyak goreng curah alami penurunan harga. Sementara cabai &amp; beras sedikit naik.
https://t.co/FLImOmQaf9",positif
498,@sirulhaq @DokterTifa @Dinipramudya22 @KPK_RI Ngarang.. Wakakaka.. Saya kerja di desa.. Jadi sekdes.. BLT dana desa bukan di geser saat kenaikan BBM.. Tapi aturan sudah turun mulai peraturan menteri sampai perpres saat tahap penyusunan anggaran tahun lalu,positif
499,"Karyawan SPBU WAS-WAS @ganjarpranowo Sidak langsung kenaikan BBM 

#ganjaranapps #ganjaranapp #bbm #ganjarpranowo https://t.co/yEuQsaAN2e",netral
500,"Ini Cara Pak Ganjar Redam Lonjakan Inflasi di Jateng Imbas Kenaikan Harga BBM

Orang Muda Ganjar
""???????? ???????????????????? ?????????? ????????-????????"" https://t.co/Xsm7FdTQSa",positif
501,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Rabu kemarin, 7 September 2022 masyarakat menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? Mari kita simak liputan eksklusif berikut ini!

https://t.co/RjigWRM8mO https://t.co/3HPCIvWmpE",negatif
502,"Indonesia 13 September 2022

Aksi tolak kenaikan harga bbm oleh adek-adek Mahasiswa dan STM tidak tersiar di televisi nasional Indonesia arus utama 

Media televisi dibungkam https://t.co/rMLjvrM5tp",negatif
503,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
504,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
505,"Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh, Tagar BBMNaikRakyatRevolusi Menggema
https://t.co/2o3HGdF8U9",negatif
506,"Rekomendasi floral skirt ??
??https://t.co/kkmkR0Lvce

Minggu pagii eriska scorpio PARK JISUNG THANK YOU happy chuseok batalkan kenaikan bbm #QueenElizabeth #BigMouth #BigMouthEp13 #Shopee99 #zonajajan https://t.co/set49RTH30",netral
507,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
508,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. ??????? (13/Sept/2022) https://t.co/hkCw0LPnFG https://t.co/fKhvN4n2Rk",negatif
509,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Masyarakat Bogor yang tergabung dalam Forum Komunikasi Umat Islam Bersatu (FKUIB) yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. 

https://t.co/RjigWRMGcm https://t.co/cEZHz60u5M",negatif
510,"Situasi Aksi Demonstrasi menolak kenaikan harga BBM di Kawasan Patung Kuda, dekat Tugu Monas. Massa Demonstran masih bertahan hingga pukul 20.00 WIB. 
#breakingnews #aktualcom #tolakkenaikanbbm  
#BBMNaikRakyatRevolusi https://t.co/0ZDW0m7Qm1",negatif
511,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Forum Komunikasi Umat Islam Bersatu (FKUIB) yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? 

https://t.co/RjigWRMGcm https://t.co/P1UfdYzW1P",negatif
512,"Pemerintah harus jujur, alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan.

Mari kita pertegas: 
BATALKAN KENAIKAN BBM ! 
??? ???? https://t.co/RGkwKC1qlI",negatif
513,"Tolak Kenaikan Harga BBM, Jangan Bikin Rakyat Tambah Sengsara!

""Kenaikan BBM bersubsidi akan semakin mendekatkan perekonomian nasional pada kondisi triple horror yg sangat mengkhawatirkan, akan terjadi efek berantai dlm perekonomian."" ~ @nurazizahtamhi1

https://t.co/wpGYsFLS9L",negatif
514,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
515,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
516,"Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh, Tagar BBMNaikRakyatRevolusi Menggema
https://t.co/2o3HGdF8U9",negatif
517,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
518,"Polisi: Hari Ini Dua Kelompok Mahasiswa Bakal Gelar Aksi Demo Tolak Kenaikan Harga BBM Bersubsidi
https://t.co/fSLGgmtGKv",negatif
519,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
520,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
521,"Massa yang menggelar demonstrasi menolak kenaikan harga BBM di kawasan Patung Kuda, Jakarta Pusat, masih bertahan. Massa tampak menyalakan flare di lokasi. https://t.co/mLlL3mCF9F",negatif
522,"[Dr. Salim Menyapa NTT]

Seorang tokoh masyarakat di NTT mengapresiasi dan berterima kasih atas sikap Fraksi PKS DPR RI yang menolak kenaikan harga BBM dgn melakukan aksi walk out dr rapat paripurna bbrp waktu lalu.

#DrSalimMenyapaIndonesia 
#DrSalimMenyapaNTT https://t.co/yb4Dkxc18I",positif
523,"Suara Penolakan kenaikan harga BBM terus bergulir, hari ini Buruh Bekasi kembali turun ke jalan
#TolakKenaikanHarga_BBM 
#TolakTerusKenaikanBBM https://t.co/vIFFZdlzVx",negatif
524,"@abu_waras Di detik menjelang habis masa jabatan sbg gubernur, beliau masih memikirkan nasib warganya akibat kenaikan BBM. Semoga kiprah beliau mampu melahirkan tunas tunas pemimpin muda yg mengikuti jejak langkah beliau utk masa depan Indonesia yg lebih ",netral
525,"Tegas, Fraksi PKS Sumbar Tolak Kenaikan Harga BBM Bersubsidi !

""Kebijakan pemerintah menaikkan BBM menyebabkan kenaikan inflasi makin parah, dan efek domino kenaikan harga BBM bersubsidi akan berdampak luas."" ~ Nurfirman Wansyah

https://t.co/LQvhC1mQks https://t.co/nRLNgrB6WC",negatif
526,"Dari Rejang Lebong, Bengkulu, PKS suarakan keresahan masyarakat menolak kenaikan BBM bersubsidi.

Kenaikan BBM menambah beban rakyat, PKS tegas serukan Batalkan Kenaikan BBM.
#AksiTolakBBMNaik https://t.co/txSFelzyoU",negatif
527,"Kerusuhan meletus di Ibu Kota Haiti, Port-au-Prince, akibat demo tolak kenaikan harga BBM. #TempoDunia https://t.co/ipCWx9PSr7",negatif
528,Tolak Kenaikan Harga BBM dari Aliansi Buruh di depan Kantor Pemerintah kota Bekasi.. (14/Sept/2022) https://t.co/OPkMdFmSg2,negatif
529,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
530,"Aliansi Ummat Islam Sumedang ""Tolak Kenaikan Harga BBM"" di depan kantor DPRD Sumedang.. Kemarin..
(13/Sept/2022) https://t.co/iAVOjECh77",negatif
531,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
532,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
533,Massa mahasiswa yang demo kenaikan harga BBM di depan Grahadi membubarkan diri. Mereka berjanji akan turun lagi pada pekan depan. https://t.co/SItTBeV5DS,negatif
534,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
535,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
536,"""Begitu harga pangan naik, artinya di sebuah daerah kemiskinan juga akan terkerek ikut naik. Utamanya, harga beras sebagai komponen utama,"" kata Presiden Jokowi saat memberikan pengarahan kepada seluruh kepala daerah terkait pengendalian inflasi
 https://t.co/GRkSA2Nzxm",netral
537,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
538,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
539,Mahasiswa melakukan aksi unjuk rasa di depan gedung Balai Kota DKI Jakarta. Massa tersebut terlihat berorasi sambil membakar ban. https://t.co/z03LFoCUsf,negatif
540,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
541,"Tiga Mahasiswa Ditangkap Saat Demo Tolak Kenaikan BBM di Bengkulu Ricuh
https://t.co/I1UU3k7Mcd",negatif
542,Massa aksi Kenaikan Harga BBM di depan Gedung DPRD Kalimantan Timur pun sampai malam.. ?????? (13/Sept/2022) https://t.co/yN67oGS8U1 https://t.co/va93L6M42H,negatif
543,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
544,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
545,Tolak Kenaikan Harga BBM dari Aliansi Buruh di depan Kantor Pemerintah kota Bekasi.. (14/Sept/2022) https://t.co/OPkMdFmSg2,negatif
546,"Jangan Biarkan Nyala itu Padam ??
Massa pelajar dan mahasiswa bergabung dengan buruh berujuk rasa menolak kenaikan harga BBM di Patung Kuda, Jakarta Pusat, Selasa (13/9) https://t.co/P3IKVqWyQw",negatif
547,"#BeritaJatim 
Ratusan Mahasiswa di Surabaya Geruduk Grahadi, Tolak Kenaikan Harga BBM
#demomahasiswa
#gedunggrahadisurabaya
#kenaikanbbm 
https://t.co/h8humL4XfL",negatif
548,Berbagai Elemen Massa Menggelar Aksi Demo Menolak Kenaikan BBM di Patung Kuda (Selasa/13/9/22) https://t.co/6RXkf1igaF,negatif
549,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
550,Mahasiswa melakukan aksi unjuk rasa di depan gedung Balai Kota DKI Jakarta. Massa tersebut terlihat berorasi sambil membakar ban. https://t.co/z03LFoCUsf,negatif
551,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
552,"Tiga Mahasiswa Ditangkap Saat Demo Tolak Kenaikan BBM di Bengkulu Ricuh
https://t.co/I1UU3k7Mcd",negatif
553,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
554,"Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh, Tagar BBMNaikRakyatRevolusi Menggema
https://t.co/2o3HGdF8U9",negatif
555,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
556,"KSP Klaim Jokowi Dengarkan Aspirasi Tolak Kenaikan BBM
https://t.co/C6sxgIFPOn",negatif
557,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
558,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
559,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
560,"Rakyat mana yang mau diwakilkan pengucapan kayak gininya di tengah keramaian demo kenaikan BBM?

Fungsi DPR sudah berubah?

Arogan sekali anggota DPR sekarang ini. Dibayar mahal hanya untuk MELUKAI HATI RAKYAT yang suaranya pernah dipakai untuk pelantikannya.

DPR ANEH!",negatif
561,"KITA BALIK!
Berarti ini anggota DPR nya yang nggak punya peri kemanusiaan. Bisa-bisanya ""bilang Happy birthday ke Puan di tengah rapat paripurna yang belum kelar"" padahal diluar banyak rakyat yang lagi demo kenaikan BBM. 

DPR itu masih Dewan Perwakilan Rakyat beneran nggak sih? https://t.co/PHqXSsQmGs",netral
562,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
563,Mahasiswa melakukan aksi unjuk rasa di depan gedung Balai Kota DKI Jakarta. Massa tersebut terlihat berorasi sambil membakar ban. https://t.co/z03LFoCUsf,negatif
564,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
565,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
566,"@ommi_siregar @panca66 Demo kenaikan BBM dg menghamburkan BBM dan menimbulkan polusi suara.
Selamat berjuang.",negatif
567,"Wapres kurang peka kemaslahatan rakyat.
Apa yg diraskan rakyat, beda dg yg dirasakan nya.
Rakyat sedang terbebani dg kebijakan kenaikan harga BBM.
#BBMNaikRakyatRevolusi https://t.co/JA3idxjAac",negatif
568,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
569,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
570,Para perajin tahu terdampak naiknya harga kacang kedelai dari Rp11.800 per kilogram menjadi Rp13.000 per kilogram akibat dari kenaikan harga bahan bakar minyak (BBM). #kumparanBISNIS https://t.co/MvfR3eUGh0,netral
571,"Aliansi Mahasiswa &amp; Buruh Bersatu ""Tolak Kenaikan Harga BBM"" di sekitar Bundaran Patung Kuda, Jakarta.. ??????? (13/Sept/2022) https://t.co/Ttc92GMev7",negatif
572,"HUT Partai Demokrat Digelar Sederhana, Andi Arief: Bentuk Simpati atas Mereka yang Tolak Kenaikan BBM https://t.co/cyEAZin94q  #RapimnasDemokrat",positif
573,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
574,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
575,"“Putri Candrawathi tidak ditahan, itu sebagai bukti Sambo melawan”

Bahkan kenaikan BBM dan Bjorka pun dijadikan bahan untuk menutup kasus Sambo, ngeuri jg Sambo ini !! https://t.co/XWvBLfiaEb",netral
576,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
577,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Rabu kemarin, 7 September 2022 masyarakat menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? Mari kita simak liputan eksklusif berikut ini!

https://t.co/RjigWRM8mO https://t.co/3HPCIvWmpE",negatif
578,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
579,Dewan DPRD Provinsi Bengkuku temui massa aksi Tolak Kenaikan Harga BBM di depan gedung DPRD Bengkulu.. ??????? (13/Sept/2022) https://t.co/sF3fOkEaKS,negatif
580,"Situasi Aksi Demonstrasi menolak kenaikan harga BBM di Kawasan Patung Kuda, dekat Tugu Monas. Massa Demonstran masih bertahan hingga pukul 20.00 WIB. 
#breakingnews #aktualcom #tolakkenaikanbbm  
#BBMNaikRakyatRevolusi https://t.co/0ZDW0m7Qm1",negatif
581,"Penolakan Kenaikan Harga BBM Menggema di Paripurna DPRD Grobogan

Selengkapnya klik tautan berikut ini
#Grobogan #Rapatparipurna #DPRDGrobogan #PKSGrobogan #Tolakbbmnaik #bbmnaik
 https://t.co/1yarFi9fiO",negatif
582,"Menahan laju inflasi sampai ke level pemerintah daerah, pemerintah menjaga imbas kenaikan harga BBM agar tetap terkendali https://t.co/NLbtOiM2Mf",netral
583,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
584,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
585,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
586,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
587,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
588,"Rekomendasi floral skirt ??
??https://t.co/kkmkR0Lvce

Minggu pagii eriska scorpio PARK JISUNG THANK YOU happy chuseok batalkan kenaikan bbm #QueenElizabeth #BigMouth #BigMouthEp13 #Shopee99 #zonajajan https://t.co/set49RTH30",netral
589,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
590,"Pemerintah harus jujur, alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan.

Mari kita pertegas: 
BATALKAN KENAIKAN BBM ! 
??? ???? https://t.co/RGkwKC1qlI",negatif
591,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
592,https://t.co/h3BbpPRtLb,negatif
593,Massa mahasiswa yang demo kenaikan harga BBM di depan Grahadi membubarkan diri. Mereka berjanji akan turun lagi pada pekan depan. https://t.co/SItTBeV5DS,negatif
594,Ekonom Soal Kenaikan BBM: Langkah Pemerintah Atasi Persoalan Bersama https://t.co/iIyOO4FndW,netral
595,"Massa mahasiswa yang menggelar demonstrasi menolak kenaikan harga bahan bakar minyak (BBM) masih bertahan di kawasan Patung Kuda, Jakarta Pusat, malam ini. https://t.co/mofTDE3Ah6",negatif
596,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
597,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
598,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
599,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
